"","coral_id","Intercept","umol.L.sec","Temp.C"
"1","0",93.0856453974604,-0.000799297046483818,28.4568333333333
"2","1",91.047663775762,-0.000555529536787521,28.2896166666667
"3","41",80.5989835540234,-0.00100207909120138,28.3611833333333
"4","42",78.1544256296037,-0.000346363884913655,28.4064166666667
"5","43",81.3010447978844,0.000446766252459565,28.6272666666667
"6","44",75.3385771755547,0.00219956567499782,28.6688666666667
"7","45",75.5565227556432,6.6770280809794e-05,28.20965
"8","46",79.8389594341816,0.000317477634483502,28.6789333333333
"9","47",80.4656625061218,0.000659156853912885,28.6813833333333
"10","48",80.0715364889042,0.000717725107470745,28.7021166666667
"11","49",76.3104495625938,0.000525418717404705,28.3968666666667
"12","50",78.7051236550452,0.0011669130949051,28.3626
"13","51",79.715671545569,0.00154308850378919,28.6999
"14","52",76.5956822377135,0.000881237364935524,28.5192
"15","53",81.8494857645268,-0.000122559987307518,28.24965
"16","54",78.0341688180703,0.000948424827832773,28.6351
"17","55",79.2568933661335,0.000406744883572852,28.2766666666667
"18","56",76.3622370115293,-5.8797575584835e-05,28.3431833333333
"19","57",79.1908589718129,0.000449985586162738,28.2853666666667
"20","58",81.8650784023265,0.00279512913565562,28.5888
