"","coral_id","Intercept","umol.L.sec","Temp.C"
"1","0",92.4268111696216,-0.00020640160681082,28.3208615384615
"2","1",90.5795907692893,-0.000474574223189384,28.2954666666667
"3","41",79.8025602042235,-0.00213442532525103,28.3600166666667
"4","42",78.0852680921008,-0.00346789291136775,28.4456166666667
"5","43",81.9870729148801,-0.00130391732610697,28.4551230769231
"6","44",78.5870161216133,-0.00354027078103099,28.5504
"7","45",75.8062526687278,-0.00315267032753605,28.2339666666667
"8","46",80.673879506324,-0.0039187808706972,28.5125230769231
"9","47",81.3155105416336,-0.00128401020544162,28.5213692307692
"10","48",81.3259729799871,-0.00417163367145337,28.5453230769231
"11","49",77.0241880314747,-0.00201944045810347,28.4400833333333
"12","50",80.1732364213866,-0.00262004821898234,28.3846333333333
"13","51",81.8676385195499,-0.00210903817148163,28.5665846153846
"14","52",77.9893809832746,-0.0024042233555839,28.3697846153846
"15","53",82.1859271193719,-0.00329918283470915,28.25215
"16","54",79.3406306269027,-0.00159969555881031,28.4923538461538
"17","55",79.901389791368,-0.00306319660382382,28.2639333333333
"18","56",76.6330037502132,-0.0022904801270191,28.3911666666667
"19","57",79.7404217809868,-0.00288894374604625,28.271
"20","58",85.3068184714985,-0.00346054951492173,28.4323230769231
