"channel","delta_t","value","temp","coral_id"
"3","0.000",35.312,29.424,"58"
"3","0.044",35.326,29.417,"58"
"3","0.094",35.309,29.424,"58"
"3","0.143",35.292,29.43,"58"
"3","0.193",35.292,29.43,"58"
"3","0.244",35.263,29.436,"58"
"3","0.294",35.257,29.436,"58"
"3","0.343",35.237,29.448,"58"
"3","0.393",35.252,29.442,"58"
"3","0.444",35.214,29.454,"58"
"3","0.493",35.206,29.46,"58"
"3","0.543",35.186,29.466,"58"
"3","0.594",35.169,29.472,"58"
"3","0.644",35.16,29.479,"58"
"3","0.694",35.157,29.472,"58"
"3","0.744",35.146,29.479,"58"
"3","0.794",35.132,29.485,"58"
"3","0.843",35.109,29.491,"58"
"3","0.894",35.109,29.491,"58"
"3","0.943",35.086,29.503,"58"
"3","0.993",35.069,29.509,"58"
"3","1.044",35.077,29.503,"58"
"3","1.094",35.061,29.515,"58"
"3","1.143",35.066,29.509,"58"
"3","1.193",35.055,29.509,"58"
"3","1.243",35.032,29.521,"58"
"3","1.293",35.021,29.528,"58"
"3","1.344",35.035,29.521,"58"
"3","1.394",35.012,29.528,"58"
"3","1.444",34.984,29.54,"58"
"3","1.494",34.99,29.54,"58"
"3","1.544",34.984,29.54,"58"
"3","1.594",34.95,29.552,"58"
"3","1.643",34.956,29.552,"58"
"3","1.694",34.927,29.558,"58"
"3","1.744",34.93,29.558,"58"
"3","1.794",34.911,29.57,"58"
"3","1.843",34.893,29.57,"58"
"3","1.893",34.896,29.57,"58"
"3","1.943",34.882,29.577,"58"
"3","1.994",34.84,29.595,"58"
"3","2.044",34.854,29.589,"58"
"3","2.094",34.84,29.589,"58"
"3","2.144",34.817,29.601,"58"
"3","2.193",34.817,29.601,"58"
"3","2.243",34.817,29.595,"58"
"3","2.293",34.792,29.607,"58"
"3","2.344",34.806,29.601,"58"
"3","2.394",34.789,29.607,"58"
"3","2.443",34.769,29.613,"58"
"3","2.493",34.764,29.619,"58"
"3","2.543",34.733,29.625,"58"
"3","2.593",34.741,29.625,"58"
"3","2.644",34.727,29.632,"58"
"3","2.694",34.713,29.638,"58"
"3","2.743",34.708,29.638,"58"
"3","2.793",34.682,29.644,"58"
"3","2.843",34.671,29.65,"58"
"3","2.894",34.679,29.644,"58"
"3","2.944",34.666,29.656,"58"
"3","2.993",34.671,29.65,"58"
"3","3.043",34.651,29.656,"58"
"3","3.094",34.632,29.668,"58"
"3","3.143",34.632,29.662,"58"
"3","3.193",34.618,29.668,"58"
"3","3.243",34.593,29.681,"58"
"3","3.294",34.604,29.674,"58"
"3","3.343",34.604,29.674,"58"
"3","3.393",34.59,29.681,"58"
"3","3.444",34.573,29.687,"58"
"3","3.494",34.534,29.699,"58"
"3","3.543",34.501,29.717,"58"
"3","3.593",34.518,29.705,"58"
"3","3.644",34.509,29.711,"58"
"3","3.693",34.507,29.711,"58"
"3","3.743",34.484,29.717,"58"
"3","3.793",34.476,29.717,"58"
"3","3.844",34.465,29.723,"58"
"3","3.893",34.481,29.717,"58"
"3","3.943",34.462,29.723,"58"
"3","3.994",34.473,29.717,"58"
"3","4.044",34.451,29.73,"58"
"3","4.093",34.448,29.73,"58"
"3","4.143",34.431,29.736,"58"
"3","4.194",34.409,29.742,"58"
"3","4.244",34.406,29.742,"58"
"3","4.293",34.39,29.748,"58"
"3","4.343",34.379,29.754,"58"
"3","4.393",34.348,29.76,"58"
"3","4.444",34.359,29.76,"58"
"3","4.494",34.367,29.754,"58"
"3","4.543",34.343,29.766,"58"
"3","4.593",34.32,29.772,"58"
"3","4.644",34.307,29.778,"58"
"3","4.694",34.274,29.791,"58"
"3","4.744",34.307,29.778,"58"
"3","4.793",34.285,29.785,"58"
"3","4.843",34.274,29.791,"58"
"3","4.893",34.271,29.791,"58"
"3","4.944",34.243,29.803,"58"
"3","4.994",34.235,29.803,"58"
"3","5.044",34.251,29.797,"58"
"3","5.094",34.246,29.797,"58"
"3","5.144",34.21,29.809,"58"
"3","5.194",34.188,29.821,"58"
"3","5.244",34.199,29.815,"58"
"3","5.294",34.202,29.815,"58"
"3","5.343",34.188,29.815,"58"
"3","5.393",34.158,29.827,"58"
"3","5.444",34.158,29.827,"58"
