"channel","delta_t","value","temp","coral_id"
"5","0.000",38.359,28.184,"1"
"5","0.045",38.372,28.184,"1"
"5","0.096",38.324,28.196,"1"
"5","0.146",38.316,28.19,"1"
"5","0.195",38.337,28.196,"1"
"5","0.245",38.327,28.196,"1"
"5","0.295",38.297,28.202,"1"
"5","0.346",38.287,28.202,"1"
"5","0.395",38.281,28.215,"1"
"5","0.445",38.299,28.208,"1"
"5","0.496",38.281,28.215,"1"
"5","0.546",38.292,28.208,"1"
"5","0.595",38.27,28.221,"1"
"5","0.645",38.264,28.221,"1"
"5","0.696",38.269,28.227,"1"
"5","0.746",38.266,28.227,"1"
"5","0.795",38.25,28.227,"1"
"5","0.845",38.274,28.221,"1"
"5","0.895",38.221,28.239,"1"
"5","0.946",38.221,28.239,"1"
"5","0.995",38.215,28.239,"1"
"5","1.045",38.21,28.245,"1"
"5","1.095",38.217,28.245,"1"
"5","1.146",38.172,28.258,"1"
"5","1.196",38.18,28.252,"1"
"5","1.246",38.164,28.264,"1"
"5","1.296",38.155,28.264,"1"
"5","1.345",38.164,28.264,"1"
"5","1.395",38.137,28.27,"1"
"5","1.448",38.153,28.27,"1"
"5","1.496",38.14,28.27,"1"
"5","1.546",38.15,28.27,"1"
"5","1.595",38.123,28.276,"1"
"5","1.645",38.109,28.282,"1"
"5","1.696",38.109,28.282,"1"
"5","1.745",38.101,28.288,"1"
"5","1.795",38.111,28.288,"1"
"5","1.845",38.114,28.288,"1"
"5","1.896",38.098,28.288,"1"
"5","1.945",38.089,28.301,"1"
"5","1.995",38.103,28.295,"1"
"5","2.045",38.07,28.301,"1"
"5","2.096",38.035,28.313,"1"
"5","2.145",38.052,28.307,"1"
"5","2.195",38.014,28.319,"1"
"5","2.245",38.054,28.313,"1"
"5","2.295",38.021,28.319,"1"
"5","2.346",38.037,28.319,"1"
"5","2.395",38.043,28.319,"1"
"5","2.445",38.01,28.325,"1"
"5","2.495",38.036,28.325,"1"
"5","2.546",38.013,28.325,"1"
"5","2.596",38.003,28.325,"1"
"5","2.646",37.988,28.338,"1"
"5","2.696",37.991,28.338,"1"
"5","2.745",37.979,28.338,"1"
"5","2.795",37.971,28.344,"1"
"5","2.845",37.96,28.35,"1"
"5","2.895",37.957,28.35,"1"
"5","2.945",37.957,28.35,"1"
"5","2.996",37.949,28.356,"1"
"5","3.046",37.954,28.35,"1"
"5","3.095",37.943,28.356,"1"
"5","3.145",37.933,28.356,"1"
"5","3.195",37.922,28.362,"1"
"5","3.245",37.909,28.362,"1"
"5","3.295",37.932,28.362,"1"
"5","3.346",37.922,28.362,"1"
"5","3.396",37.901,28.375,"1"
"5","3.446",37.914,28.375,"1"
"5","3.496",37.884,28.381,"1"
"5","3.545",37.874,28.381,"1"
"5","3.595",37.89,28.381,"1"
"5","3.645",37.876,28.387,"1"
"5","3.696",37.876,28.387,"1"
"5","3.745",37.876,28.387,"1"
"5","3.795",37.876,28.387,"1"
"5","3.845",37.835,28.399,"1"
"5","3.895",37.848,28.399,"1"
"5","3.945",37.821,28.405,"1"
"5","3.996",37.832,28.399,"1"
"5","4.046",37.842,28.399,"1"
"5","4.095",37.837,28.405,"1"
"5","4.145",37.81,28.412,"1"
"5","4.196",37.847,28.405,"1"
"5","4.245",37.807,28.412,"1"
"5","4.295",37.797,28.418,"1"
"5","4.345",37.806,28.418,"1"
"5","4.396",37.825,28.418,"1"
"5","4.445",37.799,28.424,"1"
"5","4.495",37.792,28.424,"1"
"5","4.545",37.782,28.43,"1"
"5","4.596",37.788,28.43,"1"
"5","4.645",37.802,28.424,"1"
"5","4.695",37.764,28.436,"1"
"5","4.745",37.774,28.436,"1"
"5","4.796",37.721,28.449,"1"
"5","4.845",37.747,28.442,"1"
"5","4.895",37.767,28.442,"1"
"5","4.945",37.733,28.449,"1"
"5","4.995",37.741,28.442,"1"
"5","5.045",37.69,28.461,"1"
"5","5.095",37.703,28.455,"1"
"5","5.146",37.716,28.455,"1"
"5","5.196",37.719,28.455,"1"
"5","5.245",37.707,28.455,"1"
"5","5.295",37.693,28.461,"1"
"5","5.345",37.685,28.467,"1"
"5","5.395",37.709,28.461,"1"
"5","5.445",37.701,28.467,"1"
"5","5.496",37.684,28.473,"1"
"5","5.545",37.684,28.473,"1"
"5","5.596",37.7,28.473,"1"
"5","5.646",37.664,28.479,"1"
"5","5.696",37.667,28.479,"1"
"5","5.745",37.667,28.479,"1"
"5","5.795",37.633,28.492,"1"
"5","5.845",37.657,28.486,"1"
"5","5.896",37.643,28.492,"1"
"5","5.945",37.637,28.486,"1"
"5","5.996",37.636,28.492,"1"
"5","6.045",37.613,28.498,"1"
"5","6.095",37.619,28.498,"1"
"5","6.145",37.613,28.498,"1"
"5","6.196",37.613,28.498,"1"
"5","6.245",37.593,28.504,"1"
"5","6.295",37.632,28.498,"1"
"5","6.345",37.578,28.516,"1"
"5","6.396",37.605,28.51,"1"
"5","6.446",37.593,28.504,"1"
"5","6.495",37.589,28.51,"1"
"5","6.545",37.556,28.516,"1"
"5","6.595",37.588,28.516,"1"
"5","6.646",37.548,28.522,"1"
"5","6.695",37.578,28.516,"1"
"5","6.745",37.571,28.522,"1"
"5","6.795",37.524,28.535,"1"
"5","6.845",37.544,28.529,"1"
"5","6.896",37.514,28.535,"1"
"5","6.945",37.53,28.535,"1"
"5","6.995",37.52,28.541,"1"
"5","7.045",37.517,28.541,"1"
"5","7.095",37.546,28.535,"1"
"5","7.145",37.526,28.541,"1"
"5","7.195",37.537,28.535,"1"
"5","7.245",37.519,28.547,"1"
"5","7.296",37.516,28.547,"1"
