"channel","delta_t","value","temp","coral_id"
"5","0.000",91.63,28.479,"1"
"5","0.052",91.543,28.473,"1"
"5","0.102",91.534,28.473,"1"
"5","0.152",91.501,28.473,"1"
"5","0.202",91.522,28.467,"1"
"5","0.252",91.456,28.467,"1"
"5","0.303",91.402,28.473,"1"
"5","0.352",91.406,28.467,"1"
"5","0.403",91.46,28.473,"1"
"5","0.452",91.41,28.473,"1"
"5","0.502",91.419,28.473,"1"
"5","0.553",91.423,28.467,"1"
"5","0.603",91.361,28.473,"1"
"5","0.652",91.398,28.467,"1"
"5","0.703",91.394,28.461,"1"
"5","0.752",91.332,28.467,"1"
"5","0.803",91.332,28.467,"1"
"5","0.852",91.295,28.473,"1"
"5","0.902",91.34,28.467,"1"
"5","0.952",91.324,28.467,"1"
"5","1.002",91.328,28.461,"1"
"5","1.053",91.299,28.467,"1"
"5","1.103",91.324,28.467,"1"
"5","1.153",91.352,28.461,"1"
"5","1.203",91.324,28.467,"1"
"5","1.253",91.299,28.467,"1"
"5","1.303",91.324,28.467,"1"
"5","1.353",91.324,28.467,"1"
"5","1.403",91.254,28.473,"1"
"5","1.452",91.315,28.467,"1"
"5","1.503",91.307,28.467,"1"
"5","1.552",91.274,28.467,"1"
"5","1.602",91.324,28.467,"1"
"5","1.653",91.291,28.467,"1"
"5","1.703",91.262,28.461,"1"
"5","1.753",91.291,28.467,"1"
"5","1.802",91.274,28.467,"1"
"5","1.852",91.258,28.467,"1"
"5","1.903",91.266,28.467,"1"
"5","1.953",91.307,28.467,"1"
"5","2.002",91.27,28.473,"1"
"5","2.052",91.274,28.467,"1"
"5","2.103",91.27,28.461,"1"
"5","2.153",91.291,28.467,"1"
"5","2.202",91.245,28.461,"1"
"5","2.253",91.208,28.467,"1"
"5","2.303",91.303,28.461,"1"
"5","2.352",91.27,28.461,"1"
"5","2.402",91.253,28.461,"1"
"5","2.453",91.257,28.455,"1"
"5","2.502",91.328,28.461,"1"
"5","2.552",91.229,28.461,"1"
"5","2.602",91.221,28.461,"1"
"5","2.653",91.262,28.461,"1"
"5","2.703",91.278,28.461,"1"
"5","2.752",91.253,28.461,"1"
"5","2.802",91.249,28.455,"1"
"5","2.853",91.241,28.467,"1"
"5","2.903",91.179,28.461,"1"
"5","2.952",91.229,28.461,"1"
"5","3.003",91.253,28.461,"1"
"5","3.052",91.27,28.461,"1"
"5","3.102",91.241,28.455,"1"
"5","3.153",91.225,28.455,"1"
"5","3.202",91.204,28.461,"1"
"5","3.252",91.249,28.455,"1"
"5","3.303",91.257,28.455,"1"
"5","3.352",91.212,28.461,"1"
"5","3.403",91.229,28.449,"1"
"5","3.452",91.257,28.455,"1"
"5","3.502",91.257,28.455,"1"
"5","3.553",91.257,28.455,"1"
"5","3.602",91.204,28.461,"1"
"5","3.652",91.208,28.455,"1"
"5","3.702",91.208,28.455,"1"
"5","3.752",91.225,28.455,"1"
"5","3.803",91.229,28.449,"1"
"5","3.853",91.179,28.461,"1"
"5","3.902",91.237,28.449,"1"
"5","3.952",91.22,28.449,"1"
"5","4.003",91.208,28.455,"1"
"5","4.053",91.216,28.442,"1"
"5","4.102",91.208,28.442,"1"
"5","4.153",91.171,28.449,"1"
"5","4.202",91.196,28.449,"1"
"5","4.253",91.245,28.449,"1"
"5","4.302",91.208,28.455,"1"
"5","4.352",91.204,28.449,"1"
"5","4.403",91.2,28.455,"1"
"5","4.452",91.191,28.442,"1"
"5","4.502",91.183,28.442,"1"
"5","4.553",91.204,28.449,"1"
