"","coral_id","Intercept","umol.L.sec","Temp.C"
"1","0",1531.78100045144,0.00736114884438132,28.3925
"2","1",48.3530200776236,0.000475668010150758,28.52515
"3","41",81.682743989207,-0.00061199384191901,28.6796166666667
"4","42",45.6945291367511,0.000381273478405802,28.6005833333333
"5","43",1438.92732467282,0.0264908603304012,28.4928666666667
"6","44",80.47106845254,-8.4143475241711e-05,28.4567666666667
"7","45",83.399919647432,-0.000343671020521497,28.53895
"8","46",80.6755328001296,-0.00151690998305898,28.53755
"9","47",80.5567777916918,0.000564198381165965,28.5078
"10","48",80.6465382977732,0.000558911785315175,28.3160833333333
"11","49",83.3468856165644,0.000119316275394783,28.5589166666667
"12","50",81.0612417447342,0.000832834169314462,28.61325
"13","51",84.520161711739,-0.000265519825427518,28.4407166666667
"14","52",82.9596015531505,-0.000629038110433491,28.45275
"15","53",83.2825785376859,-4.40876877621834e-05,28.4893666666667
"16","54",1463.89523460265,0.00579624649155972,28.4834166666667
"17","55",80.0619892567068,0.00150191361063255,28.4626666666667
"18","56",81.2652118401184,0.000598516721796284,28.6390666666667
"19","57",46.4141646988899,0.000641431407203676,28.5987166666667
"20","58",84.0237250604399,0.000498684395255105,28.3402333333333
