"channel","delta_t","value","temp","coral_id"
"9","0.000",82.933,28.43,"53"
"9","0.052",82.901,28.423,"53"
"9","0.102",82.875,28.43,"53"
"9","0.152",82.872,28.423,"53"
"9","0.202",82.858,28.423,"53"
"9","0.252",82.836,28.423,"53"
"9","0.303",82.814,28.423,"53"
"9","0.352",82.779,28.423,"53"
"9","0.403",82.782,28.417,"53"
"9","0.452",82.754,28.417,"53"
"9","0.502",82.732,28.417,"53"
"9","0.553",82.721,28.423,"53"
"9","0.603",82.711,28.417,"53"
"9","0.652",82.693,28.423,"53"
"9","0.702",82.696,28.417,"53"
"9","0.752",82.675,28.417,"53"
"9","0.803",82.682,28.417,"53"
"9","0.853",82.646,28.417,"53"
"9","0.902",82.639,28.417,"53"
"9","0.952",82.618,28.417,"53"
"9","1.002",82.639,28.417,"53"
"9","1.053",82.61,28.417,"53"
"9","1.103",82.607,28.411,"53"
"9","1.153",82.6,28.411,"53"
"9","1.203",82.625,28.405,"53"
"9","1.252",82.557,28.423,"53"
"9","1.303",82.546,28.417,"53"
"9","1.353",82.539,28.417,"53"
"9","1.403",82.564,28.411,"53"
"9","1.452",82.564,28.411,"53"
"9","1.503",82.543,28.411,"53"
"9","1.552",82.528,28.411,"53"
"9","1.602",82.535,28.411,"53"
"9","1.653",82.521,28.411,"53"
"9","1.703",82.503,28.405,"53"
"9","1.753",82.503,28.417,"53"
"9","1.802",82.453,28.417,"53"
"9","1.852",82.478,28.411,"53"
"9","1.903",82.482,28.405,"53"
"9","1.953",82.482,28.405,"53"
"9","2.002",82.45,28.411,"53"
"9","2.052",82.467,28.417,"53"
"9","2.103",82.446,28.405,"53"
"9","2.153",82.475,28.405,"53"
"9","2.202",82.461,28.405,"53"
"9","2.253",82.425,28.405,"53"
"9","2.303",82.429,28.399,"53"
"9","2.352",82.436,28.399,"53"
"9","2.402",82.411,28.405,"53"
"9","2.453",82.404,28.405,"53"
"9","2.502",82.396,28.405,"53"
"9","2.552",82.375,28.405,"53"
"9","2.602",82.396,28.405,"53"
"9","2.653",82.375,28.405,"53"
"9","2.703",82.382,28.405,"53"
"9","2.752",82.364,28.399,"53"
"9","2.802",82.386,28.399,"53"
"9","2.853",82.379,28.399,"53"
"9","2.903",82.382,28.393,"53"
"9","2.952",82.354,28.405,"53"
"9","3.003",82.336,28.399,"53"
"9","3.052",82.361,28.393,"53"
"9","3.102",82.343,28.399,"53"
"9","3.153",82.336,28.399,"53"
"9","3.202",82.329,28.399,"53"
"9","3.252",82.329,28.399,"53"
"9","3.303",82.322,28.399,"53"
"9","3.352",82.29,28.393,"53"
"9","3.403",82.3,28.399,"53"
"9","3.452",82.325,28.393,"53"
"9","3.502",82.276,28.393,"53"
"9","3.553",82.315,28.387,"53"
"9","3.602",82.311,28.393,"53"
"9","3.652",82.308,28.387,"53"
"9","3.702",82.301,28.387,"53"
"9","3.752",82.279,28.387,"53"
"9","3.803",82.294,28.387,"53"
"9","3.853",82.294,28.387,"53"
"9","3.902",82.29,28.393,"53"
"9","3.952",82.272,28.387,"53"
"9","4.002",82.24,28.393,"53"
"9","4.053",82.258,28.387,"53"
"9","4.102",82.272,28.387,"53"
"9","4.153",82.258,28.387,"53"
"9","4.202",82.265,28.387,"53"
"9","4.253",82.247,28.381,"53"
"9","4.302",82.237,28.387,"53"
"9","4.352",82.262,28.381,"53"
"9","4.403",82.226,28.381,"53"
"9","4.452",82.233,28.381,"53"
"9","4.502",82.226,28.381,"53"
"9","4.553",82.247,28.381,"53"
"9","4.602",82.194,28.375,"53"
"9","4.652",82.208,28.375,"53"
"9","4.702",82.222,28.387,"53"
"9","4.752",82.233,28.368,"53"
"9","4.803",82.201,28.375,"53"
"9","4.852",82.18,28.375,"53"
"9","4.902",82.18,28.387,"53"
"9","4.953",82.212,28.368,"53"
"9","5.002",82.187,28.375,"53"
"9","5.052",82.162,28.381,"53"
"9","5.102",82.148,28.381,"53"
"9","5.153",82.148,28.381,"53"
"9","5.203",82.169,28.381,"53"
"9","5.252",82.166,28.375,"53"
"9","5.303",82.187,28.375,"53"
"9","5.352",82.148,28.381,"53"
"9","5.403",82.134,28.381,"53"
"9","5.452",82.137,28.375,"53"
"9","5.503",82.134,28.381,"53"
"9","5.552",82.119,28.381,"53"
"9","5.603",82.112,28.381,"53"
"9","5.652",82.109,28.381,"53"
"9","5.703",82.13,28.375,"53"
"9","5.752",82.102,28.375,"53"
"9","5.803",82.102,28.375,"53"
"9","5.853",82.127,28.368,"53"
"9","5.902",82.12,28.368,"53"
"9","5.953",82.098,28.368,"53"
"9","6.002",82.102,28.368,"53"
"9","6.052",82.102,28.375,"53"
"9","6.102",82.081,28.368,"53"
"9","6.153",82.109,28.368,"53"
"9","6.203",82.091,28.368,"53"
"9","6.252",82.077,28.375,"53"
"9","6.302",82.088,28.362,"53"
"9","6.353",82.084,28.368,"53"
"9","6.402",82.045,28.375,"53"
"9","6.452",82.063,28.368,"53"
"9","6.503",82.07,28.368,"53"
"9","6.552",82.077,28.368,"53"
"9","6.602",82.066,28.375,"53"
"9","6.652",82.063,28.368,"53"
"9","6.703",82.053,28.362,"53"
"9","6.752",82.045,28.362,"53"
"9","6.802",82.049,28.368,"53"
"9","6.853",82.07,28.356,"53"
"9","6.902",82.063,28.356,"53"
"9","6.953",82.067,28.35,"53"
"9","7.002",82.063,28.356,"53"
"9","7.053",82.056,28.356,"53"
"9","7.102",82.042,28.356,"53"
"9","7.153",82.046,28.344,"53"
"9","7.203",82.042,28.356,"53"
"9","7.253",82.056,28.356,"53"
"9","7.303",82.046,28.35,"53"
"9","7.352",82.01,28.356,"53"
"9","7.402",82.024,28.35,"53"
"9","7.453",82.018,28.356,"53"
"9","7.502",82.003,28.35,"53"
"9","7.553",82.035,28.344,"53"
"9","7.602",82.024,28.35,"53"
"9","7.652",82.01,28.35,"53"
"9","7.703",82.01,28.35,"53"
"9","7.752",82,28.344,"53"
"9","7.802",82.007,28.344,"53"
