"channel","delta_t","value","temp","coral_id"
"9","0.000",83.925,28.913,"58"
"9","0.044",83.918,28.913,"58"
"9","0.103",83.899,28.907,"58"
"9","0.144",83.87,28.907,"58"
"9","0.193",83.892,28.907,"58"
"9","0.243",83.852,28.907,"58"
"9","0.294",83.852,28.907,"58"
"9","0.344",83.83,28.901,"58"
"9","0.394",83.841,28.901,"58"
"9","0.443",83.79,28.907,"58"
"9","0.493",83.797,28.901,"58"
"9","0.543",83.79,28.894,"58"
"9","0.594",83.764,28.901,"58"
"9","0.643",83.779,28.888,"58"
"9","0.693",83.739,28.894,"58"
"9","0.744",83.735,28.901,"58"
"9","0.794",83.721,28.901,"58"
"9","0.844",83.75,28.888,"58"
"9","0.894",83.702,28.888,"58"
"9","0.943",83.706,28.888,"58"
"9","0.994",83.728,28.882,"58"
"9","1.044",83.713,28.882,"58"
"9","1.093",83.688,28.882,"58"
"9","1.144",83.68,28.894,"58"
"9","1.194",83.673,28.882,"58"
"9","1.244",83.64,28.888,"58"
"9","1.294",83.684,28.876,"58"
"9","1.344",83.662,28.876,"58"
"9","1.393",83.644,28.882,"58"
"9","1.444",83.611,28.876,"58"
"9","1.494",83.626,28.876,"58"
"9","1.543",83.626,28.876,"58"
"9","1.594",83.619,28.876,"58"
"9","1.644",83.63,28.87,"58"
"9","1.693",83.619,28.876,"58"
"9","1.744",83.575,28.876,"58"
"9","1.794",83.586,28.87,"58"
"9","1.843",83.586,28.87,"58"
"9","1.894",83.571,28.87,"58"
"9","1.944",83.55,28.87,"58"
"9","1.993",83.568,28.864,"58"
"9","2.044",83.575,28.864,"58"
"9","2.094",83.52,28.87,"58"
"9","2.144",83.571,28.858,"58"
"9","2.194",83.55,28.858,"58"
"9","2.243",83.546,28.864,"58"
"9","2.294",83.535,28.858,"58"
"9","2.343",83.52,28.858,"58"
"9","2.394",83.528,28.858,"58"
"9","2.444",83.513,28.858,"58"
"9","2.494",83.499,28.858,"58"
"9","2.543",83.484,28.858,"58"
"9","2.594",83.477,28.858,"58"
"9","2.644",83.506,28.845,"58"
"9","2.693",83.502,28.852,"58"
"9","2.744",83.466,28.852,"58"
"9","2.794",83.466,28.852,"58"
"9","2.843",83.47,28.845,"58"
"9","2.894",83.444,28.852,"58"
"9","2.944",83.477,28.845,"58"
"9","2.993",83.437,28.852,"58"
"9","3.043",83.444,28.839,"58"
"9","3.094",83.412,28.845,"58"
"9","3.144",83.433,28.845,"58"
"9","3.193",83.444,28.839,"58"
"9","3.243",83.423,28.839,"58"
"9","3.294",83.423,28.839,"58"
"9","3.344",83.415,28.839,"58"
"9","3.394",83.423,28.827,"58"
"9","3.444",83.39,28.833,"58"
"9","3.493",83.397,28.833,"58"
"9","3.544",83.408,28.827,"58"
"9","3.594",83.372,28.839,"58"
"9","3.643",83.383,28.833,"58"
"9","3.694",83.397,28.833,"58"
"9","3.744",83.386,28.827,"58"
"9","3.794",83.339,28.833,"58"
"9","3.843",83.372,28.827,"58"
"9","3.894",83.361,28.821,"58"
"9","3.944",83.368,28.821,"58"
"9","3.993",83.346,28.821,"58"
"9","4.044",83.365,28.815,"58"
"9","4.093",83.343,28.827,"58"
"9","4.144",83.346,28.821,"58"
"9","4.193",83.317,28.821,"58"
"9","4.244",83.325,28.821,"58"
"9","4.294",83.325,28.821,"58"
"9","4.344",83.292,28.827,"58"
