"channel","delta_t","value","temp","coral_id"
"7","0.000",82.255,29.024,"43"
"7","0.044",82.262,29.011,"43"
"7","0.103",82.255,29.011,"43"
"7","0.144",82.215,29.017,"43"
"7","0.193",82.248,29.011,"43"
"7","0.244",82.201,29.005,"43"
"7","0.294",82.176,29.011,"43"
"7","0.344",82.201,29.005,"43"
"7","0.394",82.173,29.005,"43"
"7","0.443",82.18,29.005,"43"
"7","0.493",82.165,29.005,"43"
"7","0.543",82.194,29.005,"43"
"7","0.594",82.173,29.005,"43"
"7","0.643",82.148,28.999,"43"
"7","0.693",82.14,28.999,"43"
"7","0.744",82.14,28.999,"43"
"7","0.794",82.112,28.999,"43"
"7","0.844",82.148,28.999,"43"
"7","0.894",82.108,28.993,"43"
"7","0.943",82.115,28.993,"43"
"7","0.994",82.119,28.999,"43"
"7","1.044",82.101,28.993,"43"
"7","1.093",82.09,28.987,"43"
"7","1.144",82.094,28.993,"43"
"7","1.194",82.087,28.993,"43"
"7","1.244",82.119,28.987,"43"
"7","1.294",82.098,28.987,"43"
"7","1.344",82.094,28.98,"43"
"7","1.393",82.108,28.98,"43"
"7","1.444",82.094,28.98,"43"
"7","1.494",82.051,28.98,"43"
"7","1.543",82.051,28.98,"43"
"7","1.594",82.083,28.987,"43"
"7","1.644",82.087,28.98,"43"
"7","1.693",82.055,28.974,"43"
"7","1.744",82.03,28.98,"43"
"7","1.794",82.055,28.974,"43"
"7","1.843",82.03,28.968,"43"
"7","1.894",82.033,28.974,"43"
"7","1.944",82.033,28.974,"43"
"7","1.993",82.03,28.968,"43"
"7","2.044",82.041,28.974,"43"
"7","2.094",82.041,28.962,"43"
"7","2.144",82.001,28.968,"43"
"7","2.194",81.998,28.962,"43"
"7","2.243",82.019,28.962,"43"
"7","2.294",82.019,28.962,"43"
"7","2.343",81.98,28.968,"43"
"7","2.394",82.001,28.956,"43"
"7","2.444",82.001,28.956,"43"
"7","2.494",81.987,28.956,"43"
"7","2.543",81.976,28.962,"43"
"7","2.594",82.009,28.956,"43"
"7","2.644",82.023,28.956,"43"
"7","2.693",81.991,28.962,"43"
"7","2.744",81.987,28.956,"43"
"7","2.794",81.98,28.956,"43"
"7","2.843",81.991,28.95,"43"
"7","2.894",81.966,28.944,"43"
"7","2.944",82.005,28.95,"43"
"7","2.993",81.966,28.956,"43"
"7","3.043",81.962,28.95,"43"
"7","3.094",81.959,28.944,"43"
"7","3.144",81.966,28.944,"43"
"7","3.193",81.973,28.944,"43"
"7","3.243",81.97,28.937,"43"
