"channel","delta_t","value","temp","coral_id"
"9","0.000",66.44,28.008,"56"
"9","0.046",66.363,28.008,"56"
"9","0.096",66.341,28.008,"56"
"9","0.146",66.241,28.02,"56"
"9","0.195",66.186,28.02,"56"
"9","0.245",66.139,28.026,"56"
"9","0.295",66.09,28.026,"56"
"9","0.346",66.052,28.026,"56"
"9","0.395",66.005,28.032,"56"
"9","0.445",65.961,28.032,"56"
"9","0.496",65.925,28.038,"56"
"9","0.545",65.884,28.044,"56"
"9","0.595",65.857,28.044,"56"
"9","0.645",65.837,28.05,"56"
"9","0.696",65.813,28.044,"56"
"9","0.746",65.779,28.056,"56"
"9","0.796",65.758,28.056,"56"
"9","0.845",65.716,28.063,"56"
"9","0.895",65.705,28.063,"56"
"9","0.945",65.659,28.069,"56"
"9","0.995",65.678,28.063,"56"
"9","1.045",65.639,28.075,"56"
"9","1.095",65.632,28.069,"56"
"9","1.145",65.593,28.081,"56"
"9","1.196",65.576,28.081,"56"
"9","1.246",65.571,28.081,"56"
"9","1.296",65.543,28.093,"56"
"9","1.345",65.521,28.093,"56"
"9","1.395",65.505,28.093,"56"
"9","1.448",65.485,28.099,"56"
"9","1.496",65.488,28.105,"56"
"9","1.546",65.463,28.112,"56"
"9","1.595",65.46,28.105,"56"
"9","1.645",65.463,28.112,"56"
"9","1.696",65.427,28.118,"56"
"9","1.745",65.402,28.124,"56"
"9","1.795",65.413,28.124,"56"
"9","1.845",65.37,28.124,"56"
"9","1.896",65.386,28.124,"56"
"9","1.945",65.383,28.13,"56"
"9","1.996",65.358,28.136,"56"
"9","2.046",65.352,28.136,"56"
"9","2.096",65.336,28.136,"56"
"9","2.145",65.328,28.142,"56"
"9","2.195",65.336,28.136,"56"
"9","2.245",65.308,28.148,"56"
"9","2.296",65.319,28.148,"56"
"9","2.345",65.297,28.148,"56"
"9","2.395",65.278,28.154,"56"
"9","2.445",65.28,28.16,"56"
"9","2.495",65.275,28.16,"56"
"9","2.546",65.266,28.167,"56"
"9","2.596",65.255,28.167,"56"
"9","2.646",65.236,28.173,"56"
"9","2.696",65.227,28.179,"56"
"9","2.745",65.222,28.179,"56"
"9","2.795",65.238,28.179,"56"
"9","2.845",65.203,28.185,"56"
"9","2.896",65.208,28.185,"56"
"9","2.945",65.227,28.179,"56"
"9","2.995",65.189,28.191,"56"
"9","3.045",65.183,28.191,"56"
"9","3.096",65.18,28.197,"56"
"9","3.145",65.169,28.197,"56"
"9","3.195",65.175,28.197,"56"
"9","3.245",65.161,28.203,"56"
"9","3.295",65.158,28.197,"56"
"9","3.346",65.136,28.209,"56"
"9","3.396",65.141,28.209,"56"
"9","3.446",65.141,28.209,"56"
"9","3.496",65.133,28.215,"56"
"9","3.545",65.122,28.215,"56"
"9","3.595",65.138,28.215,"56"
"9","3.645",65.119,28.222,"56"
"9","3.696",65.113,28.222,"56"
"9","3.745",65.108,28.222,"56"
"9","3.795",65.105,28.228,"56"
"9","3.845",65.091,28.234,"56"
"9","3.895",65.082,28.24,"56"
"9","3.945",65.069,28.234,"56"
"9","3.996",65.052,28.246,"56"
