"channel","delta_t","value","temp","coral_id"
"2","0.000",80.487,28.685,"55"
"2","0.052",80.448,28.692,"55"
"2","0.103",80.438,28.685,"55"
"2","0.152",80.438,28.685,"55"
"2","0.203",80.41,28.685,"55"
"2","0.252",80.417,28.685,"55"
"2","0.303",80.407,28.679,"55"
"2","0.352",80.347,28.685,"55"
"2","0.403",80.34,28.685,"55"
"2","0.453",80.361,28.685,"55"
"2","0.503",80.337,28.679,"55"
"2","0.553",80.337,28.692,"55"
"2","0.603",80.305,28.685,"55"
"2","0.653",80.319,28.685,"55"
"2","0.703",80.309,28.692,"55"
"2","0.753",80.299,28.685,"55"
"2","0.803",80.299,28.685,"55"
"2","0.853",80.319,28.685,"55"
"2","0.903",80.299,28.685,"55"
"2","0.953",80.26,28.692,"55"
"2","1.002",80.288,28.679,"55"
"2","1.052",80.257,28.685,"55"
"2","1.103",80.25,28.685,"55"
"2","1.153",80.281,28.679,"55"
"2","1.203",80.281,28.679,"55"
"2","1.253",80.243,28.685,"55"
"2","1.303",80.264,28.673,"55"
"2","1.353",80.222,28.685,"55"
"2","1.403",80.25,28.685,"55"
"2","1.452",80.208,28.685,"55"
"2","1.503",80.208,28.685,"55"
"2","1.553",80.225,28.679,"55"
"2","1.603",80.197,28.692,"55"
"2","1.653",80.201,28.685,"55"
"2","1.703",80.208,28.685,"55"
"2","1.753",80.194,28.685,"55"
"2","1.803",80.201,28.685,"55"
"2","1.853",80.212,28.679,"55"
"2","1.902",80.18,28.685,"55"
"2","1.952",80.212,28.679,"55"
"2","2.002",80.166,28.685,"55"
"2","2.053",80.18,28.685,"55"
"2","2.103",80.138,28.685,"55"
"2","2.153",80.138,28.685,"55"
"2","2.203",80.17,28.679,"55"
"2","2.253",80.149,28.692,"55"
"2","2.303",80.159,28.685,"55"
"2","2.353",80.152,28.685,"55"
"2","2.403",80.131,28.685,"55"
"2","2.453",80.138,28.685,"55"
"2","2.502",80.132,28.673,"55"
"2","2.552",80.142,28.679,"55"
"2","2.603",80.177,28.679,"55"
"2","2.652",80.121,28.679,"55"
"2","2.703",80.142,28.679,"55"
"2","2.753",80.142,28.679,"55"
"2","2.803",80.156,28.679,"55"
"2","2.853",80.149,28.679,"55"
"2","2.903",80.111,28.685,"55"
"2","2.953",80.128,28.679,"55"
"2","3.003",80.121,28.679,"55"
"2","3.053",80.139,28.673,"55"
"2","3.103",80.125,28.673,"55"
"2","3.153",80.121,28.679,"55"
"2","3.203",80.09,28.685,"55"
"2","3.253",80.1,28.679,"55"
"2","3.303",80.114,28.679,"55"
"2","3.352",80.086,28.679,"55"
"2","3.403",80.107,28.679,"55"
"2","3.453",80.086,28.679,"55"
"2","3.503",80.076,28.685,"55"
"2","3.553",80.107,28.679,"55"
"2","3.603",80.114,28.679,"55"
"2","3.653",80.069,28.685,"55"
"2","3.702",80.118,28.673,"55"
"2","3.753",80.072,28.679,"55"
"2","3.802",80.079,28.679,"55"
"2","3.853",80.097,28.673,"55"
"2","3.903",80.097,28.673,"55"
"2","3.953",80.086,28.679,"55"
"2","4.003",80.083,28.673,"55"
"2","4.052",80.079,28.679,"55"
"2","4.103",80.104,28.673,"55"
"2","4.153",80.086,28.679,"55"
"2","4.203",80.086,28.679,"55"
"2","4.253",80.086,28.679,"55"
"2","4.303",80.086,28.679,"55"
"2","4.353",80.052,28.679,"55"
"2","4.402",80.111,28.673,"55"
"2","4.453",80.107,28.667,"55"
"2","4.503",80.069,28.673,"55"
"2","4.553",80.048,28.673,"55"
"2","4.603",80.09,28.673,"55"
"2","4.652",80.062,28.673,"55"
"2","4.703",80.066,28.667,"55"
"2","4.753",80.087,28.667,"55"
"2","4.803",80.069,28.673,"55"
"2","4.852",80.059,28.667,"55"
"2","4.903",80.059,28.679,"55"
"2","4.953",80.055,28.673,"55"
"2","5.003",80.094,28.667,"55"
"2","5.053",80.083,28.661,"55"
"2","5.103",80.055,28.673,"55"
"2","5.153",80.08,28.667,"55"
"2","5.203",80.055,28.673,"55"
"2","5.255",80.059,28.667,"55"
"2","5.303",80.045,28.667,"55"
"2","5.353",80.066,28.667,"55"
"2","5.403",80.048,28.673,"55"
"2","5.453",80.062,28.673,"55"
"2","5.503",80.052,28.667,"55"
"2","5.553",80.059,28.667,"55"
"2","5.603",80.045,28.667,"55"
"2","5.653",80.048,28.661,"55"
"2","5.702",80.041,28.673,"55"
"2","5.753",80.038,28.667,"55"
"2","5.803",80.066,28.654,"55"
"2","5.853",80.042,28.661,"55"
"2","5.902",80.069,28.661,"55"
"2","5.953",80.031,28.667,"55"
"2","6.003",80.042,28.661,"55"
"2","6.053",80.045,28.654,"55"
"2","6.102",80.042,28.661,"55"
"2","6.153",80.028,28.661,"55"
"2","6.203",80.073,28.654,"55"
"2","6.253",80.045,28.654,"55"
"2","6.303",80.024,28.654,"55"
"2","6.353",80.035,28.661,"55"
"2","6.403",80.014,28.661,"55"
"2","6.453",80.024,28.654,"55"
"2","6.503",80.073,28.654,"55"
"2","6.553",80.052,28.654,"55"
