"channel","delta_t","value","temp","coral_id"
"5","0.000",45.061,28.769,"0"
"5","0.047",45.061,28.769,"0"
"5","0.097",45.041,28.769,"0"
"5","0.147",45.069,28.769,"0"
"5","0.197",45.065,28.763,"0"
"5","0.247",45.057,28.763,"0"
"5","0.297",45.061,28.763,"0"
"5","0.347",45.041,28.769,"0"
"5","0.397",45.049,28.769,"0"
"5","0.447",45.045,28.769,"0"
"5","0.497",45.049,28.769,"0"
"5","0.547",45.029,28.769,"0"
"5","0.597",45.045,28.763,"0"
"5","0.647",45.033,28.769,"0"
"5","0.697",45.061,28.763,"0"
"5","0.747",45.053,28.763,"0"
"5","0.797",45.017,28.769,"0"
"5","0.847",45.041,28.763,"0"
"5","0.897",45.045,28.763,"0"
"5","0.947",45.013,28.775,"0"
"5","0.998",45.029,28.769,"0"
"5","1.047",45.025,28.769,"0"
"5","1.097",45.009,28.775,"0"
"5","1.147",45.005,28.775,"0"
"5","1.197",45.053,28.763,"0"
"5","1.247",45.021,28.769,"0"
"5","1.297",45.025,28.769,"0"
"5","1.347",45.041,28.763,"0"
"5","1.397",45.013,28.769,"0"
"5","1.447",44.993,28.775,"0"
"5","1.497",45.017,28.769,"0"
"5","1.547",44.993,28.775,"0"
"5","1.597",45.017,28.769,"0"
"5","1.647",44.981,28.775,"0"
"5","1.697",44.997,28.775,"0"
"5","1.747",45.001,28.775,"0"
"5","1.797",45.021,28.763,"0"
"5","1.847",45.017,28.769,"0"
"5","1.897",45.017,28.769,"0"
"5","1.947",45.013,28.769,"0"
"5","1.997",44.989,28.775,"0"
"5","2.047",45.001,28.769,"0"
"5","2.097",44.985,28.775,"0"
"5","2.147",44.989,28.775,"0"
"5","2.197",45.009,28.769,"0"
"5","2.247",44.997,28.775,"0"
"5","2.297",45.005,28.769,"0"
"5","2.347",44.993,28.775,"0"
"5","2.397",44.989,28.775,"0"
"5","2.447",44.997,28.775,"0"
"5","2.497",45.013,28.769,"0"
"5","2.547",44.989,28.775,"0"
"5","2.597",44.993,28.775,"0"
"5","2.647",44.965,28.781,"0"
"5","2.697",44.997,28.775,"0"
"5","2.747",44.973,28.781,"0"
"5","2.797",44.993,28.775,"0"
"5","2.847",45.001,28.775,"0"
"5","2.897",44.985,28.775,"0"
"5","2.947",44.969,28.781,"0"
"5","2.997",44.937,28.787,"0"
"5","3.047",44.977,28.775,"0"
"5","3.097",44.965,28.781,"0"
"5","3.147",44.977,28.781,"0"
"5","3.197",44.993,28.775,"0"
"5","3.247",44.977,28.781,"0"
"5","3.297",44.997,28.775,"0"
"5","3.347",44.977,28.775,"0"
"5","3.397",44.957,28.781,"0"
"5","3.447",44.921,28.793,"0"
"5","3.497",44.969,28.781,"0"
"5","3.547",44.973,28.781,"0"
"5","3.597",44.953,28.787,"0"
"5","3.647",44.981,28.781,"0"
"5","3.697",44.949,28.787,"0"
"5","3.747",44.941,28.787,"0"
"5","3.797",44.969,28.781,"0"
"5","3.847",44.949,28.787,"0"
"5","3.897",44.933,28.787,"0"
"5","3.947",44.921,28.793,"0"
"5","3.997",44.945,28.787,"0"
"5","4.047",44.957,28.787,"0"
"5","4.097",44.941,28.787,"0"
"5","4.147",44.937,28.793,"0"
"5","4.197",44.949,28.787,"0"
"5","4.247",44.961,28.787,"0"
"5","4.297",44.949,28.787,"0"
"5","4.347",44.957,28.787,"0"
"5","4.397",44.957,28.787,"0"
"5","4.447",44.929,28.793,"0"
"5","4.497",44.937,28.793,"0"
"5","4.547",44.941,28.793,"0"
"5","4.597",44.969,28.787,"0"
"5","4.647",44.909,28.8,"0"
"5","4.697",44.925,28.8,"0"
"5","4.747",44.957,28.787,"0"
"5","4.797",44.905,28.8,"0"
"5","4.847",44.937,28.793,"0"
"5","4.897",44.913,28.8,"0"
"5","4.947",44.897,28.806,"0"
"5","4.997",44.937,28.8,"0"
"5","5.047",44.909,28.8,"0"
"5","5.097",44.905,28.806,"0"
"5","5.147",44.929,28.8,"0"
"5","5.197",44.917,28.8,"0"
"5","5.247",44.925,28.8,"0"
"5","5.297",44.909,28.806,"0"
"5","5.347",44.928,28.806,"0"
"5","5.397",44.905,28.806,"0"
"5","5.447",44.913,28.806,"0"
"5","5.497",44.893,28.812,"0"
"5","5.547",44.885,28.812,"0"
"5","5.597",44.909,28.806,"0"
"5","5.647",44.904,28.812,"0"
"5","5.697",44.893,28.812,"0"
"5","5.747",44.876,28.818,"0"
"5","5.797",44.877,28.812,"0"
"5","5.847",44.865,28.818,"0"
"5","5.897",44.876,28.818,"0"
"5","5.947",44.876,28.818,"0"
"5","5.997",44.88,28.818,"0"
"5","6.047",44.853,28.824,"0"
"5","6.097",44.889,28.812,"0"
"5","6.147",44.9,28.812,"0"
"5","6.197",44.856,28.824,"0"
"5","6.247",44.873,28.818,"0"
"5","6.297",44.856,28.824,"0"
"5","6.347",44.864,28.824,"0"
"5","6.397",44.86,28.824,"0"
"5","6.447",44.884,28.818,"0"
"5","6.497",44.884,28.818,"0"
"5","6.547",44.876,28.818,"0"
"5","6.597",44.86,28.824,"0"
"5","6.647",44.88,28.818,"0"
"5","6.697",44.853,28.824,"0"
"5","6.747",44.86,28.83,"0"
"5","6.797",44.864,28.824,"0"
"5","6.847",44.837,28.83,"0"
"5","6.897",44.836,28.837,"0"
"5","6.947",44.86,28.83,"0"
"5","6.997",44.836,28.837,"0"
"5","7.047",44.836,28.837,"0"
"5","7.097",44.852,28.83,"0"
"5","7.147",44.84,28.83,"0"
"5","7.197",44.828,28.837,"0"
"5","7.247",44.824,28.837,"0"
"5","7.297",44.86,28.83,"0"
"5","7.347",44.828,28.837,"0"
"5","7.397",44.821,28.837,"0"
"5","7.447",44.832,28.837,"0"
"5","7.497",44.808,28.843,"0"
"5","7.547",44.828,28.837,"0"
"5","7.597",44.828,28.837,"0"
"5","7.647",44.82,28.843,"0"
"5","7.697",44.793,28.849,"0"
"5","7.747",44.816,28.843,"0"
"5","7.797",44.8,28.849,"0"
"5","7.847",44.812,28.843,"0"
"5","7.897",44.8,28.849,"0"
"5","7.947",44.781,28.849,"0"
"5","7.997",44.753,28.861,"0"
"5","8.047",44.8,28.849,"0"
"5","8.097",44.84,28.843,"0"
"5","8.147",44.788,28.855,"0"
"5","8.197",44.8,28.849,"0"
"5","8.247",44.812,28.849,"0"
"5","8.297",44.804,28.849,"0"
"5","8.347",44.816,28.843,"0"
"5","8.397",44.792,28.855,"0"
"5","8.447",44.796,28.855,"0"
"5","8.497",44.784,28.855,"0"
"5","8.547",44.765,28.861,"0"
"5","8.597",44.784,28.855,"0"
"5","8.647",44.784,28.855,"0"
"5","8.697",44.741,28.867,"0"
"5","8.747",44.776,28.861,"0"
"5","8.797",44.76,28.867,"0"
"5","8.847",44.764,28.867,"0"
"5","8.897",44.76,28.867,"0"
"5","8.947",44.764,28.867,"0"
"5","8.997",44.772,28.867,"0"
"5","9.047",44.76,28.867,"0"
"5","9.097",44.784,28.861,"0"
"5","9.147",44.733,28.874,"0"
"5","9.197",44.76,28.867,"0"
"5","9.247",44.753,28.867,"0"
"5","9.297",44.752,28.874,"0"
"5","9.347",44.741,28.874,"0"
