"channel","delta_t","value","temp","coral_id"
"2","0.000",67.656,27.652,"52"
"2","0.047",67.631,27.646,"52"
"2","0.097",67.606,27.646,"52"
"2","0.147",67.58,27.652,"52"
"2","0.197",67.554,27.658,"52"
"2","0.247",67.551,27.658,"52"
"2","0.297",67.512,27.652,"52"
"2","0.347",67.529,27.658,"52"
"2","0.397",67.532,27.652,"52"
"2","0.447",67.494,27.664,"52"
"2","0.497",67.477,27.664,"52"
"2","0.547",67.455,27.67,"52"
"2","0.597",67.466,27.664,"52"
"2","0.647",67.438,27.67,"52"
"2","0.697",67.437,27.677,"52"
"2","0.747",67.423,27.677,"52"
"2","0.797",67.406,27.677,"52"
"2","0.847",67.394,27.683,"52"
"2","0.897",67.401,27.677,"52"
"2","0.947",67.402,27.689,"52"
"2","0.998",67.392,27.683,"52"
"2","1.047",67.36,27.689,"52"
"2","1.097",67.377,27.683,"52"
"2","1.147",67.357,27.689,"52"
"2","1.197",67.345,27.701,"52"
"2","1.247",67.34,27.695,"52"
"2","1.297",67.32,27.701,"52"
"2","1.347",67.337,27.701,"52"
"2","1.397",67.316,27.707,"52"
"2","1.447",67.325,27.701,"52"
"2","1.497",67.313,27.707,"52"
"2","1.547",67.309,27.701,"52"
"2","1.597",67.316,27.707,"52"
"2","1.647",67.302,27.714,"52"
"2","1.697",67.294,27.707,"52"
"2","1.747",67.293,27.714,"52"
"2","1.797",67.282,27.714,"52"
"2","1.847",67.279,27.714,"52"
"2","1.897",67.258,27.726,"52"
"2","1.947",67.258,27.726,"52"
"2","1.997",67.253,27.726,"52"
"2","2.047",67.258,27.732,"52"
"2","2.097",67.247,27.732,"52"
"2","2.147",67.247,27.732,"52"
"2","2.197",67.233,27.732,"52"
"2","2.247",67.221,27.738,"52"
"2","2.297",67.247,27.732,"52"
"2","2.347",67.22,27.745,"52"
"2","2.397",67.223,27.745,"52"
"2","2.447",67.249,27.738,"52"
"2","2.497",67.235,27.738,"52"
"2","2.547",67.24,27.738,"52"
"2","2.597",67.212,27.745,"52"
"2","2.647",67.22,27.745,"52"
"2","2.697",67.2,27.757,"52"
"2","2.747",67.194,27.757,"52"
"2","2.797",67.206,27.751,"52"
"2","2.847",67.189,27.757,"52"
"2","2.897",67.199,27.763,"52"
"2","2.947",67.194,27.757,"52"
"2","2.997",67.211,27.757,"52"
"2","3.047",67.188,27.769,"52"
"2","3.097",67.162,27.776,"52"
"2","3.147",67.155,27.782,"52"
"2","3.197",67.165,27.769,"52"
"2","3.247",67.179,27.769,"52"
"2","3.297",67.164,27.776,"52"
"2","3.347",67.153,27.782,"52"
"2","3.397",67.15,27.782,"52"
"2","3.447",67.158,27.788,"52"
"2","3.497",67.126,27.794,"52"
"2","3.547",67.138,27.788,"52"
"2","3.597",67.175,27.782,"52"
"2","3.647",67.155,27.788,"52"
"2","3.697",67.132,27.794,"52"
"2","3.747",67.152,27.794,"52"
"2","3.797",67.132,27.794,"52"
"2","3.847",67.12,27.8,"52"
"2","3.897",67.108,27.806,"52"
"2","3.947",67.142,27.806,"52"
"2","3.997",67.14,27.8,"52"
"2","4.047",67.114,27.806,"52"
"2","4.097",67.12,27.806,"52"
"2","4.147",67.11,27.819,"52"
"2","4.197",67.11,27.819,"52"
"2","4.247",67.101,27.825,"52"
"2","4.297",67.099,27.819,"52"
"2","4.347",67.11,27.819,"52"
"2","4.397",67.11,27.819,"52"
"2","4.447",67.087,27.825,"52"
"2","4.497",67.098,27.825,"52"
"2","4.547",67.098,27.825,"52"
"2","4.597",67.093,27.831,"52"
"2","4.647",67.092,27.837,"52"
"2","4.697",67.081,27.837,"52"
"2","4.747",67.072,27.844,"52"
"2","4.797",67.06,27.85,"52"
"2","4.847",67.051,27.85,"52"
"2","4.897",67.092,27.837,"52"
"2","4.947",67.07,27.856,"52"
"2","4.997",67.057,27.85,"52"
"2","5.047",67.069,27.844,"52"
"2","5.097",67.059,27.856,"52"
"2","5.147",67.068,27.85,"52"
"2","5.197",67.068,27.85,"52"
"2","5.247",67.062,27.862,"52"
"2","5.297",67.056,27.868,"52"
"2","5.347",67.082,27.856,"52"
"2","5.397",67.028,27.862,"52"
"2","5.447",67.036,27.868,"52"
"2","5.497",67.049,27.875,"52"
"2","5.547",67.016,27.875,"52"
"2","5.597",67.024,27.881,"52"
"2","5.647",67.01,27.881,"52"
"2","5.697",67.01,27.881,"52"
"2","5.747",67.027,27.881,"52"
"2","5.797",67.012,27.881,"52"
"2","5.847",67.029,27.881,"52"
"2","5.897",67.023,27.887,"52"
"2","5.947",67.023,27.893,"52"
"2","5.997",67.017,27.893,"52"
"2","6.047",66.986,27.899,"52"
"2","6.097",67.021,27.905,"52"
"2","6.147",67.005,27.899,"52"
"2","6.197",66.997,27.899,"52"
"2","6.247",66.994,27.905,"52"
"2","6.297",66.994,27.905,"52"
"2","6.347",67.001,27.912,"52"
"2","6.397",67.007,27.912,"52"
"2","6.447",67.004,27.918,"52"
